# time_ps cluster_size count
2780000.000000 1 3
2780000.000000 2 3
2780000.000000 3 1
2780000.000000 13 1
2781000.000000 1 5
2781000.000000 2 4
2781000.000000 3 1
2781000.000000 9 1
2782000.000000 1 3
2782000.000000 2 2
2782000.000000 5 1
2782000.000000 13 1
2783000.000000 1 6
2783000.000000 2 1
2783000.000000 4 1
2783000.000000 6 1
2783000.000000 7 1
2784000.000000 1 4
2784000.000000 2 3
2784000.000000 3 1
2784000.000000 12 1
2785000.000000 1 4
2785000.000000 2 1
2785000.000000 3 1
2785000.000000 5 1
2785000.000000 11 1
2786000.000000 1 7
2786000.000000 2 1
2786000.000000 3 1
2786000.000000 13 1
2787000.000000 1 10
2787000.000000 4 1
2787000.000000 11 1
2788000.000000 1 4
2788000.000000 2 2
2788000.000000 3 1
2788000.000000 14 1
2789000.000000 1 6
2789000.000000 2 4
2789000.000000 11 1
2790000.000000 1 5
2790000.000000 2 1
2790000.000000 3 1
2790000.000000 15 1
2791000.000000 1 5
2791000.000000 2 3
2791000.000000 14 1
2792000.000000 1 7
2792000.000000 2 2
2792000.000000 14 1
2793000.000000 1 5
2793000.000000 2 3
2793000.000000 14 1
2794000.000000 1 8
2794000.000000 2 1
2794000.000000 3 2
2794000.000000 9 1
2795000.000000 1 5
2795000.000000 2 4
2795000.000000 12 1
2796000.000000 1 8
2796000.000000 2 3
2796000.000000 11 1
2797000.000000 1 10
2797000.000000 2 1
2797000.000000 3 3
2797000.000000 4 1
2798000.000000 1 5
2798000.000000 4 1
2798000.000000 16 1
2799000.000000 1 10
2799000.000000 15 1
2800000.000000 1 3
2800000.000000 2 4
2800000.000000 14 1
2801000.000000 1 10
2801000.000000 2 1
2801000.000000 13 1
2802000.000000 1 6
2802000.000000 4 1
2802000.000000 15 1
2803000.000000 1 5
2803000.000000 2 2
2803000.000000 3 1
2803000.000000 13 1
2804000.000000 1 5
2804000.000000 2 2
2804000.000000 16 1
2805000.000000 1 6
2805000.000000 3 1
2805000.000000 16 1
2806000.000000 1 9
2806000.000000 2 1
2806000.000000 14 1
2807000.000000 1 8
2807000.000000 2 3
2807000.000000 3 1
2807000.000000 8 1
2808000.000000 1 7
2808000.000000 2 1
2808000.000000 16 1
2809000.000000 1 7
2809000.000000 2 1
2809000.000000 3 1
2809000.000000 13 1
2810000.000000 1 5
2810000.000000 2 2
2810000.000000 16 1
2811000.000000 1 6
2811000.000000 3 1
2811000.000000 4 1
2811000.000000 5 1
2811000.000000 7 1
2812000.000000 1 7
2812000.000000 3 3
2812000.000000 9 1
2813000.000000 1 8
2813000.000000 2 1
2813000.000000 3 1
2813000.000000 6 2
2814000.000000 1 7
2814000.000000 2 2
2814000.000000 7 2
2815000.000000 1 9
2815000.000000 2 2
2815000.000000 3 1
2815000.000000 9 1
2816000.000000 1 7
2816000.000000 2 3
2816000.000000 3 4
2817000.000000 1 6
2817000.000000 2 2
2817000.000000 3 1
2817000.000000 12 1
2818000.000000 1 6
2818000.000000 2 1
2818000.000000 3 1
2818000.000000 14 1
2819000.000000 1 6
2819000.000000 2 1
2819000.000000 3 2
2819000.000000 11 1
2820000.000000 1 6
2820000.000000 2 2
2820000.000000 3 1
2820000.000000 4 1
2820000.000000 8 1
2821000.000000 1 9
2821000.000000 2 2
2821000.000000 3 1
2821000.000000 4 1
2821000.000000 5 1
2822000.000000 1 4
2822000.000000 3 1
2822000.000000 4 1
2822000.000000 6 1
2822000.000000 8 1
2823000.000000 1 6
2823000.000000 2 1
2823000.000000 3 1
2823000.000000 6 1
2823000.000000 8 1
2824000.000000 1 5
2824000.000000 2 1
2824000.000000 3 2
2824000.000000 5 1
2824000.000000 7 1
2825000.000000 1 6
2825000.000000 3 2
2825000.000000 6 1
2825000.000000 7 1
2826000.000000 1 7
2826000.000000 2 2
2826000.000000 14 1
2827000.000000 1 4
2827000.000000 2 4
2827000.000000 3 1
2827000.000000 4 1
2827000.000000 6 1
2828000.000000 1 7
2828000.000000 2 2
2828000.000000 4 2
2828000.000000 6 1
2829000.000000 1 7
2829000.000000 2 4
2829000.000000 3 2
2829000.000000 4 1
2830000.000000 1 8
2830000.000000 2 1
2830000.000000 3 1
2830000.000000 5 1
2830000.000000 7 1
2831000.000000 1 5
2831000.000000 2 3
2831000.000000 3 2
2831000.000000 8 1
2832000.000000 1 9
2832000.000000 2 1
2832000.000000 3 1
2832000.000000 5 1
2832000.000000 6 1
2833000.000000 1 5
2833000.000000 2 3
2833000.000000 4 1
2833000.000000 5 2
2834000.000000 1 6
2834000.000000 2 1
2834000.000000 4 1
2834000.000000 5 1
2834000.000000 8 1
2835000.000000 1 6
2835000.000000 2 2
2835000.000000 3 1
2835000.000000 6 2
2836000.000000 1 5
2836000.000000 2 1
2836000.000000 3 1
2836000.000000 15 1
2837000.000000 1 6
2837000.000000 2 4
2837000.000000 4 1
2837000.000000 7 1
2838000.000000 1 3
2838000.000000 2 1
2838000.000000 4 1
2838000.000000 5 1
2838000.000000 11 1
2839000.000000 1 4
2839000.000000 2 1
2839000.000000 3 2
2839000.000000 6 1
2839000.000000 7 1
2840000.000000 1 5
2840000.000000 2 1
2840000.000000 5 2
2840000.000000 8 1
2841000.000000 1 5
2841000.000000 2 1
2841000.000000 3 1
2841000.000000 5 1
2841000.000000 10 1
2842000.000000 1 11
2842000.000000 2 1
2842000.000000 4 1
2842000.000000 8 1
2843000.000000 1 3
2843000.000000 2 3
2843000.000000 5 1
2843000.000000 11 1
2844000.000000 1 6
2844000.000000 2 1
2844000.000000 4 1
2844000.000000 13 1
2845000.000000 1 6
2845000.000000 2 2
2845000.000000 4 1
2845000.000000 11 1
2846000.000000 1 5
2846000.000000 2 1
2846000.000000 3 2
2846000.000000 5 1
2846000.000000 7 1
2847000.000000 1 3
2847000.000000 2 1
2847000.000000 3 2
2847000.000000 4 1
2847000.000000 5 2
2848000.000000 1 5
2848000.000000 2 3
2848000.000000 14 1
2849000.000000 1 4
2849000.000000 2 1
2849000.000000 4 2
2849000.000000 11 1
2850000.000000 1 3
2850000.000000 2 1
2850000.000000 4 1
2850000.000000 5 1
2850000.000000 11 1
2851000.000000 1 3
2851000.000000 2 2
2851000.000000 3 1
2851000.000000 15 1
2852000.000000 1 5
2852000.000000 2 2
2852000.000000 3 1
2852000.000000 13 1
2853000.000000 1 5
2853000.000000 2 1
2853000.000000 3 1
2853000.000000 7 1
2853000.000000 8 1
2854000.000000 1 4
2854000.000000 2 1
2854000.000000 3 1
2854000.000000 5 1
2854000.000000 11 1
2855000.000000 1 3
2855000.000000 2 2
2855000.000000 4 1
2855000.000000 14 1
2856000.000000 1 5
2856000.000000 3 3
2856000.000000 11 1
2857000.000000 1 6
2857000.000000 2 3
2857000.000000 13 1
2858000.000000 1 7
2858000.000000 2 1
2858000.000000 3 1
2858000.000000 5 1
2858000.000000 8 1
2859000.000000 1 5
2859000.000000 2 2
2859000.000000 4 1
2859000.000000 12 1
2860000.000000 1 5
2860000.000000 4 1
2860000.000000 16 1
2861000.000000 1 4
2861000.000000 2 1
2861000.000000 3 1
2861000.000000 16 1
2862000.000000 1 7
2862000.000000 3 2
2862000.000000 12 1
2863000.000000 1 4
2863000.000000 2 1
2863000.000000 3 1
2863000.000000 16 1
2864000.000000 1 5
2864000.000000 2 1
2864000.000000 3 1
2864000.000000 15 1
2865000.000000 1 4
2865000.000000 2 1
2865000.000000 4 1
2865000.000000 15 1
2866000.000000 1 7
2866000.000000 2 1
2866000.000000 3 2
2866000.000000 5 2
2867000.000000 1 4
2867000.000000 6 1
2867000.000000 15 1
2868000.000000 1 4
2868000.000000 2 1
2868000.000000 4 1
2868000.000000 15 1
2869000.000000 1 8
2869000.000000 2 1
2869000.000000 15 1
2870000.000000 1 6
2870000.000000 3 1
2870000.000000 16 1
2871000.000000 1 2
2871000.000000 2 1
2871000.000000 4 1
2871000.000000 17 1
2872000.000000 1 4
2872000.000000 2 3
2872000.000000 15 1
2873000.000000 1 3
2873000.000000 2 1
2873000.000000 3 1
2873000.000000 17 1
2874000.000000 1 7
2874000.000000 2 1
2874000.000000 16 1
2875000.000000 1 8
2875000.000000 17 1
2876000.000000 1 6
2876000.000000 2 2
2876000.000000 15 1
2877000.000000 1 3
2877000.000000 2 1
2877000.000000 4 1
2877000.000000 16 1
2878000.000000 1 4
2878000.000000 2 1
2878000.000000 3 1
2878000.000000 16 1
2879000.000000 1 5
2879000.000000 2 2
2879000.000000 16 1
2880000.000000 1 5
2880000.000000 2 4
2880000.000000 12 1
2881000.000000 1 4
2881000.000000 2 1
2881000.000000 3 1
2881000.000000 4 1
2881000.000000 12 1
2882000.000000 1 7
2882000.000000 3 1
2882000.000000 15 1
2883000.000000 1 4
2883000.000000 2 1
2883000.000000 3 1
2883000.000000 16 1
2884000.000000 1 4
2884000.000000 2 1
2884000.000000 3 1
2884000.000000 16 1
2885000.000000 1 9
2885000.000000 3 1
2885000.000000 13 1
2886000.000000 1 2
2886000.000000 2 1
2886000.000000 4 1
2886000.000000 17 1
2887000.000000 1 3
2887000.000000 2 1
2887000.000000 4 2
2887000.000000 12 1
2888000.000000 1 2
2888000.000000 2 2
2888000.000000 4 1
2888000.000000 15 1
2889000.000000 1 4
2889000.000000 2 1
2889000.000000 4 1
2889000.000000 15 1
2890000.000000 1 7
2890000.000000 2 4
2890000.000000 10 1
2891000.000000 1 4
2891000.000000 2 1
2891000.000000 3 1
2891000.000000 16 1
2892000.000000 1 9
2892000.000000 16 1
2893000.000000 1 3
2893000.000000 3 2
2893000.000000 16 1
2894000.000000 1 5
2894000.000000 3 1
2894000.000000 17 1
2895000.000000 1 5
2895000.000000 5 1
2895000.000000 15 1
2896000.000000 1 4
2896000.000000 2 1
2896000.000000 6 1
2896000.000000 13 1
2897000.000000 1 7
2897000.000000 2 1
2897000.000000 4 1
2897000.000000 12 1
2898000.000000 1 5
2898000.000000 2 3
2898000.000000 14 1
2899000.000000 1 5
2899000.000000 2 3
2899000.000000 4 1
2899000.000000 10 1
2900000.000000 1 2
2900000.000000 2 1
2900000.000000 4 1
2900000.000000 17 1
2901000.000000 1 1
2901000.000000 2 2
2901000.000000 5 1
2901000.000000 15 1
2902000.000000 1 2
2902000.000000 2 1
2902000.000000 4 1
2902000.000000 17 1
2903000.000000 1 3
2903000.000000 2 1
2903000.000000 4 1
2903000.000000 16 1
2904000.000000 1 3
2904000.000000 5 1
2904000.000000 17 1
2905000.000000 1 3
2905000.000000 2 1
2905000.000000 3 1
2905000.000000 17 1
2906000.000000 1 5
2906000.000000 2 1
2906000.000000 3 1
2906000.000000 4 1
2906000.000000 11 1
2907000.000000 1 4
2907000.000000 3 1
2907000.000000 5 1
2907000.000000 13 1
2908000.000000 1 6
2908000.000000 2 2
2908000.000000 15 1
2909000.000000 1 2
2909000.000000 3 2
2909000.000000 17 1
2910000.000000 1 4
2910000.000000 3 2
2910000.000000 15 1
2911000.000000 1 4
2911000.000000 2 1
2911000.000000 4 1
2911000.000000 15 1
2912000.000000 1 6
2912000.000000 2 1
2912000.000000 17 1
2913000.000000 1 4
2913000.000000 2 1
2913000.000000 3 1
2913000.000000 16 1
2914000.000000 1 4
2914000.000000 2 1
2914000.000000 3 1
2914000.000000 16 1
2915000.000000 1 4
2915000.000000 2 1
2915000.000000 3 1
2915000.000000 16 1
2916000.000000 1 7
2916000.000000 2 2
2916000.000000 14 1
2917000.000000 1 4
2917000.000000 2 2
2917000.000000 17 1
2918000.000000 1 3
2918000.000000 2 1
2918000.000000 4 1
2918000.000000 16 1
2919000.000000 1 3
2919000.000000 2 1
2919000.000000 4 1
2919000.000000 16 1
2920000.000000 1 5
2920000.000000 2 2
2920000.000000 3 1
2920000.000000 13 1
2921000.000000 1 5
2921000.000000 2 1
2921000.000000 3 2
2921000.000000 12 1
2922000.000000 1 4
2922000.000000 2 1
2922000.000000 5 1
2922000.000000 14 1
2923000.000000 1 4
2923000.000000 2 1
2923000.000000 5 1
2923000.000000 14 1
2924000.000000 1 3
2924000.000000 2 2
2924000.000000 4 1
2924000.000000 14 1
2925000.000000 1 4
2925000.000000 2 1
2925000.000000 4 1
2925000.000000 15 1
2926000.000000 1 2
2926000.000000 2 1
2926000.000000 5 1
2926000.000000 16 1
2927000.000000 1 3
2927000.000000 2 1
2927000.000000 5 1
2927000.000000 15 1
2928000.000000 1 1
2928000.000000 2 4
2928000.000000 5 1
2928000.000000 11 1
2929000.000000 1 2
2929000.000000 2 2
2929000.000000 4 1
2929000.000000 15 1
2930000.000000 1 3
2930000.000000 2 3
2930000.000000 4 1
2930000.000000 12 1
2931000.000000 1 1
2931000.000000 2 2
2931000.000000 5 1
2931000.000000 15 1
2932000.000000 1 5
2932000.000000 2 1
2932000.000000 3 1
2932000.000000 15 1
2933000.000000 1 2
2933000.000000 2 2
2933000.000000 3 1
2933000.000000 4 1
2933000.000000 12 1
2934000.000000 1 4
2934000.000000 4 1
2934000.000000 5 1
2934000.000000 12 1
2935000.000000 1 4
2935000.000000 4 1
2935000.000000 17 1
2936000.000000 1 4
2936000.000000 2 1
2936000.000000 5 1
2936000.000000 14 1
2937000.000000 1 5
2937000.000000 2 1
2937000.000000 4 1
2937000.000000 5 1
2937000.000000 9 1
2938000.000000 1 1
2938000.000000 2 1
2938000.000000 4 1
2938000.000000 5 1
2938000.000000 13 1
2939000.000000 1 4
2939000.000000 2 1
2939000.000000 4 1
2939000.000000 15 1
2940000.000000 1 1
2940000.000000 2 1
2940000.000000 5 1
2940000.000000 17 1
2941000.000000 1 1
2941000.000000 2 3
2941000.000000 5 1
2941000.000000 13 1
2942000.000000 1 3
2942000.000000 2 2
2942000.000000 4 1
2942000.000000 5 1
2942000.000000 9 1
2943000.000000 1 4
2943000.000000 2 2
2943000.000000 5 1
2943000.000000 12 1
2944000.000000 1 5
2944000.000000 2 1
2944000.000000 5 1
2944000.000000 13 1
2945000.000000 1 4
2945000.000000 2 1
2945000.000000 3 1
2945000.000000 5 1
2945000.000000 11 1
2946000.000000 1 2
2946000.000000 2 2
2946000.000000 3 1
2946000.000000 16 1
2947000.000000 1 10
2947000.000000 2 1
2947000.000000 13 1
2948000.000000 1 3
2948000.000000 2 1
2948000.000000 5 1
2948000.000000 15 1
2949000.000000 1 6
2949000.000000 2 1
2949000.000000 3 2
2949000.000000 11 1
2950000.000000 1 2
2950000.000000 2 3
2950000.000000 3 2
2950000.000000 11 1
2951000.000000 1 8
2951000.000000 2 1
2951000.000000 4 1
2951000.000000 11 1
2952000.000000 1 3
2952000.000000 2 2
2952000.000000 3 1
2952000.000000 7 1
2952000.000000 8 1
2953000.000000 1 5
2953000.000000 2 2
2953000.000000 3 1
2953000.000000 6 1
2953000.000000 7 1
2954000.000000 1 4
2954000.000000 5 1
2954000.000000 16 1
2955000.000000 1 4
2955000.000000 4 1
2955000.000000 17 1
2956000.000000 1 9
2956000.000000 2 3
2956000.000000 5 2
2957000.000000 1 3
2957000.000000 2 1
2957000.000000 4 1
2957000.000000 16 1
2958000.000000 1 3
2958000.000000 2 1
2958000.000000 3 1
2958000.000000 4 1
2958000.000000 13 1
2959000.000000 1 1
2959000.000000 2 2
2959000.000000 5 1
2959000.000000 15 1
2960000.000000 1 3
2960000.000000 2 1
2960000.000000 3 1
2960000.000000 5 1
2960000.000000 12 1
2961000.000000 1 3
2961000.000000 2 1
2961000.000000 3 1
2961000.000000 5 1
2961000.000000 12 1
2962000.000000 1 5
2962000.000000 2 1
2962000.000000 5 2
2962000.000000 8 1
2963000.000000 1 5
2963000.000000 3 1
2963000.000000 17 1
2964000.000000 1 5
2964000.000000 2 2
2964000.000000 4 1
2964000.000000 12 1
2965000.000000 1 5
2965000.000000 2 1
2965000.000000 4 1
2965000.000000 6 1
2965000.000000 8 1
2966000.000000 1 4
2966000.000000 2 1
2966000.000000 3 1
2966000.000000 5 1
2966000.000000 11 1
2967000.000000 1 7
2967000.000000 2 1
2967000.000000 3 1
2967000.000000 13 1
2968000.000000 1 4
2968000.000000 5 1
2968000.000000 16 1
2969000.000000 1 7
2969000.000000 5 1
2969000.000000 13 1
2970000.000000 1 7
2970000.000000 2 2
2970000.000000 4 1
2970000.000000 10 1
2971000.000000 1 4
2971000.000000 5 1
2971000.000000 16 1
2972000.000000 1 1
2972000.000000 2 2
2972000.000000 3 1
2972000.000000 5 1
2972000.000000 12 1
2973000.000000 1 5
2973000.000000 2 3
2973000.000000 6 1
2973000.000000 8 1
2974000.000000 1 1
2974000.000000 2 1
2974000.000000 4 1
2974000.000000 5 1
2974000.000000 13 1
2975000.000000 1 4
2975000.000000 2 1
2975000.000000 3 1
2975000.000000 16 1
2976000.000000 1 2
2976000.000000 2 1
2976000.000000 5 1
2976000.000000 16 1
2977000.000000 1 3
2977000.000000 2 1
2977000.000000 4 1
2977000.000000 16 1
2978000.000000 1 4
2978000.000000 5 1
2978000.000000 16 1
2979000.000000 1 5
2979000.000000 2 2
2979000.000000 5 1
2979000.000000 11 1
2980000.000000 1 2
2980000.000000 2 1
2980000.000000 5 2
2980000.000000 11 1
2981000.000000 1 3
2981000.000000 2 2
2981000.000000 5 1
2981000.000000 13 1
2982000.000000 1 1
2982000.000000 2 1
2982000.000000 5 1
2982000.000000 17 1
2983000.000000 1 4
2983000.000000 2 5
2983000.000000 5 1
2983000.000000 6 1
2984000.000000 1 2
2984000.000000 2 2
2984000.000000 5 1
2984000.000000 14 1
2985000.000000 1 1
2985000.000000 2 1
2985000.000000 5 1
2985000.000000 17 1
2986000.000000 1 3
2986000.000000 2 1
2986000.000000 4 1
2986000.000000 16 1
2987000.000000 1 5
2987000.000000 2 1
2987000.000000 3 1
2987000.000000 5 1
2987000.000000 10 1
2988000.000000 1 1
2988000.000000 2 2
2988000.000000 5 1
2988000.000000 15 1
2989000.000000 1 3
2989000.000000 2 1
2989000.000000 4 1
2989000.000000 6 1
2989000.000000 10 1
2990000.000000 1 4
2990000.000000 2 1
2990000.000000 3 1
2990000.000000 4 1
2990000.000000 12 1
2991000.000000 1 4
2991000.000000 2 2
2991000.000000 3 1
2991000.000000 5 1
2991000.000000 9 1
2992000.000000 1 4
2992000.000000 2 2
2992000.000000 5 1
2992000.000000 12 1
2993000.000000 1 1
2993000.000000 2 1
2993000.000000 5 1
2993000.000000 17 1
2994000.000000 1 3
2994000.000000 5 1
2994000.000000 17 1
2995000.000000 1 4
2995000.000000 2 1
2995000.000000 5 1
2995000.000000 14 1
2996000.000000 1 5
2996000.000000 2 1
2996000.000000 4 1
2996000.000000 14 1
2997000.000000 1 7
2997000.000000 2 1
2997000.000000 3 1
2997000.000000 4 1
2997000.000000 9 1
2998000.000000 1 2
2998000.000000 2 3
2998000.000000 3 1
2998000.000000 14 1
2999000.000000 1 3
2999000.000000 2 1
2999000.000000 3 1
2999000.000000 17 1
3000000.000000 1 7
3000000.000000 2 1
3000000.000000 3 1
3000000.000000 4 2
3000000.000000 5 1
3001000.000000 1 4
3001000.000000 2 2
3001000.000000 3 1
3001000.000000 6 1
3001000.000000 8 1
3002000.000000 1 3
3002000.000000 2 1
3002000.000000 5 1
3002000.000000 15 1
3003000.000000 1 4
3003000.000000 2 5
3003000.000000 3 2
3003000.000000 5 1
3004000.000000 1 7
3004000.000000 2 4
3004000.000000 10 1
3005000.000000 1 4
3005000.000000 2 1
3005000.000000 4 1
3005000.000000 15 1
3006000.000000 1 6
3006000.000000 2 1
3006000.000000 3 1
3006000.000000 14 1
3007000.000000 1 8
3007000.000000 2 1
3007000.000000 4 1
3007000.000000 5 1
3007000.000000 6 1
3008000.000000 1 5
3008000.000000 2 2
3008000.000000 3 1
3008000.000000 4 2
3008000.000000 5 1
3009000.000000 1 8
3009000.000000 3 1
3009000.000000 14 1
3010000.000000 1 9
3010000.000000 2 1
3010000.000000 4 1
3010000.000000 10 1
3011000.000000 1 3
3011000.000000 2 2
3011000.000000 3 1
3011000.000000 15 1
3012000.000000 1 6
3012000.000000 4 1
3012000.000000 15 1
3013000.000000 1 5
3013000.000000 2 4
3013000.000000 3 1
3013000.000000 9 1
3014000.000000 1 2
3014000.000000 2 2
3014000.000000 3 1
3014000.000000 5 1
3014000.000000 11 1
3015000.000000 1 7
3015000.000000 2 2
3015000.000000 6 1
3015000.000000 8 1
3016000.000000 1 4
3016000.000000 2 2
3016000.000000 3 1
3016000.000000 14 1
3017000.000000 1 5
3017000.000000 2 2
3017000.000000 5 1
3017000.000000 11 1
3018000.000000 1 5
3018000.000000 2 3
3018000.000000 4 2
3018000.000000 6 1
3019000.000000 1 6
3019000.000000 4 1
3019000.000000 15 1
3020000.000000 1 10
3020000.000000 3 1
3020000.000000 4 1
3020000.000000 8 1
3021000.000000 1 5
3021000.000000 2 1
3021000.000000 4 1
3021000.000000 14 1
3022000.000000 1 6
3022000.000000 2 3
3022000.000000 5 1
3022000.000000 8 1
3023000.000000 1 5
3023000.000000 3 1
3023000.000000 4 2
3023000.000000 9 1
3024000.000000 1 4
3024000.000000 2 2
3024000.000000 4 1
3024000.000000 13 1
3025000.000000 1 6
3025000.000000 2 1
3025000.000000 4 1
3025000.000000 13 1
3026000.000000 1 5
3026000.000000 4 1
3026000.000000 16 1
3027000.000000 1 6
3027000.000000 2 1
3027000.000000 3 1
3027000.000000 4 1
3027000.000000 10 1
3028000.000000 1 8
3028000.000000 4 1
3028000.000000 5 1
3028000.000000 8 1
3029000.000000 1 6
3029000.000000 4 2
3029000.000000 11 1
3030000.000000 1 6
3030000.000000 2 1
3030000.000000 3 1
3030000.000000 7 2
3031000.000000 1 5
3031000.000000 2 3
3031000.000000 4 2
3031000.000000 6 1
3032000.000000 1 3
3032000.000000 2 1
3032000.000000 4 1
3032000.000000 16 1
3033000.000000 1 6
3033000.000000 2 1
3033000.000000 4 1
3033000.000000 13 1
3034000.000000 1 3
3034000.000000 2 3
3034000.000000 8 2
3035000.000000 1 10
3035000.000000 2 1
3035000.000000 13 1
3036000.000000 1 6
3036000.000000 2 4
3036000.000000 11 1
3037000.000000 1 6
3037000.000000 2 2
3037000.000000 15 1
3038000.000000 1 4
3038000.000000 2 1
3038000.000000 4 1
3038000.000000 15 1
3039000.000000 1 4
3039000.000000 2 1
3039000.000000 3 1
3039000.000000 16 1
3040000.000000 1 5
3040000.000000 2 1
3040000.000000 3 1
3040000.000000 7 1
3040000.000000 8 1
3041000.000000 1 3
3041000.000000 2 3
3041000.000000 6 1
3041000.000000 10 1
3042000.000000 1 4
3042000.000000 2 1
3042000.000000 4 1
3042000.000000 15 1
3043000.000000 1 4
3043000.000000 2 2
3043000.000000 3 1
3043000.000000 14 1
3044000.000000 1 8
3044000.000000 2 1
3044000.000000 3 1
3044000.000000 12 1
3045000.000000 1 4
3045000.000000 2 3
3045000.000000 4 1
3045000.000000 11 1
3046000.000000 1 10
3046000.000000 2 2
3046000.000000 4 1
3046000.000000 7 1
3047000.000000 1 3
3047000.000000 2 3
3047000.000000 6 1
3047000.000000 10 1
3048000.000000 1 4
3048000.000000 2 4
3048000.000000 13 1
3049000.000000 1 9
3049000.000000 2 1
3049000.000000 3 1
3049000.000000 5 1
3049000.000000 6 1
3050000.000000 1 5
3050000.000000 2 2
3050000.000000 3 1
3050000.000000 13 1
3051000.000000 1 6
3051000.000000 2 2
3051000.000000 3 1
3051000.000000 4 1
3051000.000000 8 1
3052000.000000 1 5
3052000.000000 2 1
3052000.000000 3 1
3052000.000000 4 1
3052000.000000 5 1
3052000.000000 6 1
3053000.000000 1 7
3053000.000000 2 1
3053000.000000 4 1
3053000.000000 6 2
3054000.000000 1 4
3054000.000000 2 1
3054000.000000 3 1
3054000.000000 16 1
3055000.000000 1 3
3055000.000000 2 1
3055000.000000 3 1
3055000.000000 17 1
3056000.000000 1 3
3056000.000000 2 1
3056000.000000 3 1
3056000.000000 17 1
3057000.000000 1 3
3057000.000000 2 1
3057000.000000 3 1
3057000.000000 5 1
3057000.000000 12 1
3058000.000000 1 6
3058000.000000 2 2
3058000.000000 3 1
3058000.000000 12 1
3059000.000000 1 8
3059000.000000 2 1
3059000.000000 15 1
3060000.000000 1 7
3060000.000000 3 1
3060000.000000 15 1
3061000.000000 1 7
3061000.000000 2 1
3061000.000000 16 1
3062000.000000 1 5
3062000.000000 2 2
3062000.000000 16 1
3063000.000000 1 4
3063000.000000 2 1
3063000.000000 19 1
3064000.000000 1 3
3064000.000000 2 1
3064000.000000 4 1
3064000.000000 16 1
3065000.000000 1 4
3065000.000000 2 3
3065000.000000 15 1
3066000.000000 1 8
3066000.000000 2 2
3066000.000000 13 1
3067000.000000 1 7
3067000.000000 2 1
3067000.000000 7 1
3067000.000000 9 1
3068000.000000 1 3
3068000.000000 2 3
3068000.000000 4 1
3068000.000000 6 2
3069000.000000 1 6
3069000.000000 2 4
3069000.000000 11 1
3070000.000000 1 9
3070000.000000 5 1
3070000.000000 11 1
3071000.000000 1 7
3071000.000000 2 1
3071000.000000 3 1
3071000.000000 13 1
3072000.000000 1 10
3072000.000000 5 1
3072000.000000 10 1
3073000.000000 1 8
3073000.000000 3 1
3073000.000000 6 1
3073000.000000 8 1
3074000.000000 1 7
3074000.000000 2 3
3074000.000000 12 1
3075000.000000 1 5
3075000.000000 2 6
3075000.000000 8 1
3076000.000000 1 11
3076000.000000 7 2
3077000.000000 1 5
3077000.000000 2 2
3077000.000000 3 2
3077000.000000 10 1
3078000.000000 1 3
3078000.000000 2 3
3078000.000000 3 1
3078000.000000 13 1
3079000.000000 1 10
3079000.000000 2 2
3079000.000000 4 1
3079000.000000 7 1
3080000.000000 1 10
3080000.000000 2 1
3080000.000000 3 1
3080000.000000 10 1
3081000.000000 1 5
3081000.000000 2 2
3081000.000000 4 1
3081000.000000 12 1
3082000.000000 1 6
3082000.000000 2 3
3082000.000000 13 1
3083000.000000 1 7
3083000.000000 2 1
3083000.000000 3 1
3083000.000000 4 2
3083000.000000 5 1
3084000.000000 1 6
3084000.000000 2 3
3084000.000000 13 1
3085000.000000 1 10
3085000.000000 2 3
3085000.000000 3 1
3085000.000000 6 1
3086000.000000 1 3
3086000.000000 2 3
3086000.000000 4 1
3086000.000000 12 1
3087000.000000 1 9
3087000.000000 2 2
3087000.000000 6 2
3088000.000000 1 17
3088000.000000 2 1
3088000.000000 3 2
3089000.000000 1 6
3089000.000000 2 2
3089000.000000 3 2
3089000.000000 4 1
3089000.000000 5 1
3090000.000000 1 10
3090000.000000 2 2
3090000.000000 4 1
3090000.000000 7 1
3091000.000000 1 7
3091000.000000 5 1
3091000.000000 13 1
3092000.000000 1 11
3092000.000000 2 1
3092000.000000 12 1
3093000.000000 1 4
3093000.000000 2 1
3093000.000000 5 1
3093000.000000 14 1
3094000.000000 1 7
3094000.000000 2 2
3094000.000000 3 1
3094000.000000 11 1
3095000.000000 1 6
3095000.000000 2 3
3095000.000000 3 1
3095000.000000 5 2
3096000.000000 1 7
3096000.000000 2 3
3096000.000000 3 2
3096000.000000 6 1
3097000.000000 1 7
3097000.000000 2 2
3097000.000000 3 1
3097000.000000 11 1
3098000.000000 1 10
3098000.000000 2 1
3098000.000000 5 1
3098000.000000 8 1
3099000.000000 1 7
3099000.000000 2 1
3099000.000000 3 1
3099000.000000 13 1
3100000.000000 1 4
3100000.000000 2 2
3100000.000000 5 1
3100000.000000 12 1
3101000.000000 1 5
3101000.000000 2 1
3101000.000000 5 1
3101000.000000 13 1
3102000.000000 1 4
3102000.000000 2 1
3102000.000000 6 1
3102000.000000 13 1
3103000.000000 1 4
3103000.000000 2 2
3103000.000000 3 1
3103000.000000 14 1
3104000.000000 1 3
3104000.000000 2 1
3104000.000000 4 1
3104000.000000 7 1
3104000.000000 9 1
3105000.000000 1 3
3105000.000000 2 3
3105000.000000 7 1
3105000.000000 9 1
3106000.000000 1 5
3106000.000000 2 4
3106000.000000 6 2
3107000.000000 1 7
3107000.000000 2 1
